706.537	1	1	11164
707.987	1	1	11218
709.438	1	1	11145
710.888	1	1	11193
712.337	1	1	11309
713.787	1	1	11306
715.235	1	1	11164
716.684	1	1	11205
718.132	1	1	11316
719.580	1	1	11265
721.027	1	1	11214
722.474	1	1	11243
723.921	1	1	11232
725.367	1	1	11313
726.813	1	1	11300
728.259	1	1	11394
729.704	1	1	11330
731.148	1	1	11424
732.593	1	1	11380
734.037	1	1	11434
735.480	1	1	11354
736.924	1	1	11290
738.367	1	1	11344
739.809	1	1	11371
741.251	1	1	11358
742.693	1	1	11484
744.134	1	1	11598
745.576	1	1	11502
747.016	1	1	11511
748.456	1	1	11520
749.896	1	1	11615
751.336	1	1	11662
752.775	1	1	11748
754.214	1	1	11735
755.652	1	1	11753
757.090	1	1	11701
758.528	1	1	11684
759.965	1	1	11841
761.402	1	1	11721
762.839	1	1	11718
764.275	1	1	11743
765.711	1	1	11801
767.146	1	1	11798
768.581	1	1	11668
770.016	1	1	11765
771.451	1	1	11653
772.884	1	1	11680
774.318	1	1	11702
775.751	1	1	11695
777.184	1	1	11653
778.617	1	1	11681
780.049	1	1	11766
781.481	1	1	11680
782.912	1	1	11683
784.343	1	1	11698
785.774	1	1	11795
787.204	1	1	11710
788.634	1	1	11749
790.063	1	1	11761
791.493	1	1	11819
792.921	1	1	11734
794.350	1	1	11780
795.778	1	1	11791
797.206	1	1	11718
798.633	1	1	11816
800.060	1	1	11813
801.487	1	1	11758
802.913	1	1	11678
804.339	1	1	11661
805.764	1	1	11762
807.189	1	1	11843
808.614	1	1	11775
810.038	1	1	11787
811.462	1	1	11996
812.886	1	1	12035
814.309	1	1	11745
815.732	1	1	11856
817.155	1	1	11884
818.577	1	1	11846
819.999	1	1	11738
821.420	1	1	11809
822.842	1	1	11749
824.262	1	1	11719
825.683	1	1	11623
827.103	1	1	11676
828.522	1	1	11795
829.942	1	1	11771
831.361	1	1	11778
832.779	1	1	11731
834.197	1	1	11828
835.615	1	1	11967
837.033	1	1	11919
838.450	1	1	11890
839.866	1	1	11753
841.283	1	1	11608
842.699	1	1	11636
844.114	1	1	11726
845.530	1	1	11753
846.945	1	1	11849
848.359	1	1	11942
849.773	1	1	12085
851.187	1	1	11887
852.601	1	1	12038
854.014	1	1	11939
855.427	1	1	11882
856.839	1	1	11959
858.251	1	1	11833
859.663	1	1	11768
861.074	1	1	11733
862.485	1	1	11569
863.895	1	1	11684
865.306	1	1	11612
866.715	1	1	11534
868.125	1	1	11580
869.534	1	1	11533
870.943	1	1	11534
872.351	1	1	11623
873.759	1	1	11603
875.167	1	1	11560
876.574	1	1	11608
877.981	1	1	11622
879.388	1	1	11580
880.794	1	1	11662
882.200	1	1	11655
883.605	1	1	11625
885.011	1	1	11659
886.415	1	1	11698
887.820	1	1	11678
889.224	1	1	11718
890.628	1	1	11725
892.031	1	1	11649
893.434	1	1	11742
894.837	1	1	11718
896.239	1	1	11707
897.641	1	1	11686
899.043	1	1	11638
900.444	1	1	11715
901.845	1	1	11760
903.245	1	1	11828
904.645	1	1	11807
906.045	1	1	11901
907.444	1	1	11916
908.844	1	1	11976
910.242	1	1	12094
911.641	1	1	12173
913.039	1	1	12269
914.436	1	1	12399
915.833	1	1	12635
917.230	1	1	12891
918.627	1	1	13685
920.023	1	1	15045
921.419	1	1	16224
922.815	1	1	16943
924.210	1	1	17005
925.604	1	1	17267
926.999	1	1	18067
928.393	1	1	18670
929.787	1	1	18930
931.180	1	1	18237
932.573	1	1	16950
933.966	1	1	15550
935.358	1	1	14559
936.750	1	1	13740
938.142	1	1	13116
939.533	1	1	12679
940.924	1	1	12449
942.314	1	1	12183
943.704	1	1	12107
945.094	1	1	12020
946.484	1	1	12004
947.873	1	1	11955
949.262	1	1	11845
950.650	1	1	11879
952.038	1	1	11910
953.426	1	1	11916
954.813	1	1	11854
956.200	1	1	11811
957.587	1	1	11870
958.973	1	1	11857
960.359	1	1	11751
961.745	1	1	11836
963.130	1	1	11817
964.515	1	1	11738
965.899	1	1	11807
967.283	1	1	11848
968.667	1	1	11830
970.051	1	1	11806
971.434	1	1	11830
972.816	1	1	11815
974.199	1	1	11946
975.581	1	1	12044
976.963	1	1	11970
978.344	1	1	11926
979.725	1	1	12029
981.106	1	1	11944
982.486	1	1	11927
983.866	1	1	11984
985.246	1	1	11852
986.625	1	1	11916
988.004	1	1	11969
989.382	1	1	12005
990.760	1	1	11901
992.138	1	1	11933
993.516	1	1	11973
994.893	1	1	11973
996.270	1	1	11963
997.646	1	1	12004
999.022	1	1	11934
1000.398	1	1	11924
1001.774	1	1	12007
1003.149	1	1	12082
1004.523	1	1	12105
1005.898	1	1	12012
1007.272	1	1	11998
1008.645	1	1	12153
1010.019	1	1	12208
1011.392	1	1	12126
1012.764	1	1	12139
1014.137	1	1	11955
1015.508	1	1	12075
1016.880	1	1	12138
1018.251	1	1	12284
1019.622	1	1	12263
1020.993	1	1	12249
1022.363	1	1	12223
1023.733	1	1	12263
1025.102	1	1	12175
1026.471	1	1	12235
1027.840	1	1	12307
1029.209	1	1	12178
1030.577	1	1	12388
1031.944	1	1	12454
1033.312	1	1	12560
1034.679	1	1	12588
1036.046	1	1	12575
1037.412	1	1	12582
1038.778	1	1	12717
1040.144	1	1	12774
1041.509	1	1	12817
1042.874	1	1	12910
1044.239	1	1	12904
1045.603	1	1	12879
1046.967	1	1	12770
1048.331	1	1	12811
1049.694	1	1	12627
1051.057	1	1	12608
1052.419	1	1	12629
1053.782	1	1	12658
1055.144	1	1	12619
1056.505	1	1	12691
1057.866	1	1	12655
1059.227	1	1	12683
1060.588	1	1	12719
1061.948	1	1	12627
1063.308	1	1	12621
1064.667	1	1	12681
1066.026	1	1	12617
1067.385	1	1	12632
1068.744	1	1	12585
1070.102	1	1	12510
1071.460	1	1	12536
1072.817	1	1	12387
1074.174	1	1	12451
1075.531	1	1	12436
1076.887	1	1	12448
1078.243	1	1	12436
1079.599	1	1	12457
1080.954	1	1	12456
1082.309	1	1	12463
1083.664	1	1	12416
1085.018	1	1	12407
1086.372	1	1	12340
1087.726	1	1	12377
1089.080	1	1	12337
1090.432	1	1	12418
1091.785	1	1	12425
1093.137	1	1	12400
1094.489	1	1	12395
1095.841	1	1	12396
1097.192	1	1	12454
1098.543	1	1	12453
1099.894	1	1	12475
1101.244	1	1	12455
1102.594	1	1	12508
1103.944	1	1	12474
1105.293	1	1	12573
1106.642	1	1	12492
1107.990	1	1	12570
1109.339	1	1	12524
1110.686	1	1	12550
1112.034	1	1	12544
1113.381	1	1	12565
1114.728	1	1	12534
1116.075	1	1	12550
1117.421	1	1	12614
1118.767	1	1	12508
1120.112	1	1	12606
1121.457	1	1	12537
1122.802	1	1	12568
1124.147	1	1	12595
1125.491	1	1	12576
1126.835	1	1	12590
1128.178	1	1	12510
1129.521	1	1	12627
1130.864	1	1	12663
1132.207	1	1	12713
1133.549	1	1	12717
1134.891	1	1	12651
1136.232	1	1	12591
1137.573	1	1	12688
1138.914	1	1	12666
1140.254	1	1	12653
1141.595	1	1	12686
1142.934	1	1	12676
1144.274	1	1	12631
1145.613	1	1	12592
1146.952	1	1	12689
1148.290	1	1	12722
1149.628	1	1	12585
1150.966	1	1	12673
1152.303	1	1	12747
1153.641	1	1	12732
1154.977	1	1	12654
1156.314	1	1	12657
1157.650	1	1	12799
1158.986	1	1	12815
1160.321	1	1	12831
1161.656	1	1	12779
1162.991	1	1	12782
1164.325	1	1	12704
1165.659	1	1	12696
1166.993	1	1	12734
1168.326	1	1	12857
1169.660	1	1	12822
1170.992	1	1	12853
1172.325	1	1	12866
1173.657	1	1	12910
1174.989	1	1	12867
1176.320	1	1	12792
1177.651	1	1	12801
1178.982	1	1	12690
1180.312	1	1	12646
1181.642	1	1	12632
1182.972	1	1	12695
1184.301	1	1	12708
1185.631	1	1	12744
1186.959	1	1	12757
1188.288	1	1	12804
1189.616	1	1	12834
1190.944	1	1	12802
1192.271	1	1	12800
1193.598	1	1	12761
1194.925	1	1	12725
1196.251	1	1	12730
1197.577	1	1	12787
1198.903	1	1	12761
1200.228	1	1	12820
1201.554	1	1	12766
1202.878	1	1	12847
1204.203	1	1	12773
1205.527	1	1	12782
1206.851	1	1	12825
1208.174	1	1	12827
1209.497	1	1	12760
1210.820	1	1	12854
1212.142	1	1	12804
1213.465	1	1	12825
1214.786	1	1	12808
1216.108	1	1	12841
1217.429	1	1	12830
1218.750	1	1	12794
1220.070	1	1	12829
1221.390	1	1	12786
1222.710	1	1	12743
1224.030	1	1	12763
1225.349	1	1	12784
1226.668	1	1	12788
1227.986	1	1	12840
1229.304	1	1	12833
1230.622	1	1	12789
1231.940	1	1	12832
1233.257	1	1	12807
1234.574	1	1	12846
1235.890	1	1	12852
1237.206	1	1	12879
1238.522	1	1	12834
1239.838	1	1	12878
1241.153	1	1	12860
1242.468	1	1	12876
1243.783	1	1	12812
1245.097	1	1	12813
1246.411	1	1	12884
1247.724	1	1	12775
1249.037	1	1	12843
1250.350	1	1	12797
1251.663	1	1	12809
1252.975	1	1	12813
1254.287	1	1	12794
1255.599	1	1	12741
1256.910	1	1	12784
1258.221	1	1	12818
1259.532	1	1	12776
1260.842	1	1	12785
1262.152	1	1	12802
1263.462	1	1	12944
1264.771	1	1	12962
1266.080	1	1	12960
1267.389	1	1	13017
1268.697	1	1	13008
1270.005	1	1	13053
1271.313	1	1	13019
1272.620	1	1	13113
1273.927	1	1	13085
1275.234	1	1	13096
1276.540	1	1	13101
1277.846	1	1	13121
